#ϣⲁⲉⲛⲉϩ	ADV	ϣⲁⲉⲛⲉϩ
#ϯⲧⲟⲟⲧ	V	ϯⲧⲟⲟⲧ
#ϯⲧⲟⲟⲧⲟⲩ	V	ϯⲧⲟⲟⲧ
#ⲕⲁⲁⲧ	VSTAT	ⲕⲁⲁⲧ
#ⲕⲉⲟⲩⲁ	N	ⲕⲉⲟⲩⲁ
#ⲙⲁⲙⲡⲱⲧ	N	ⲙⲁⲙⲡⲱⲧ
#ⲙⲁⲛϣⲉⲗⲉⲉⲧ	N	ⲙⲁⲛϣⲉⲗⲉⲉⲧ
#ⲙⲁⲛϣⲓⲛⲉ	N	ⲙⲁⲛϣⲓⲛⲉ
#ⲙⲁⲛϣⲱⲡⲉ	N	ⲙⲁⲛϣⲱⲡⲉ
#ⲙⲁⲛϩⲁⲣⲉϩ	N	ⲙⲁⲛϩⲁⲣⲉϩ
#ⲙⲁⲛϩⲱⲧⲡ	N	ⲙⲁⲛϩⲱⲧⲡ
#ⲙⲁⲛϫⲁⲓⲉ	N	ⲙⲁⲛϫⲁⲓⲉ
#ⲙⲁⲛⲉⲗⲟⲟⲗⲉ	N	ⲙⲁⲛⲉⲗⲟⲟⲗⲉ
#ⲙⲁⲛⲕⲟⲧⲕ	N	ⲙⲁⲛⲕⲟⲧⲕ
#ⲙⲁⲛⲙⲧⲟⲛ	N	ⲙⲁⲛⲙⲧⲟⲛ
#ⲙⲁⲛⲛⲁ	N	ⲙⲁⲛⲛⲁ
#ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ	N	ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ
#ⲙⲁⲛⲟⲩⲱϩ	N	ⲙⲁⲛⲟⲩⲱϩ
#ⲙⲁⲛⲟⲩⲱⲙ	N	ⲙⲁⲛⲟⲩⲱⲙ
#ⲣϩⲛⲁ	V	ⲣϩⲛⲁ
#ⲣϩⲛⲏ	V	ⲣϩⲛⲏ
ϣⲟⲗϩ	VSTAT	ϣⲱⲗϩ
ϣⲟⲗⲉ	V	ϣⲱⲗ
ϣⲟⲗⲉⲥ	N	ϣⲟⲗⲉⲥ
ϣⲟⲗⲕ	V	ϣⲟⲗⲕ
ϣⲟⲗⲙⲉⲥ	N	ϣⲟⲗⲙⲉⲥ
ϣⲟⲗⲛ	V	ϣⲟⲗⲛ
ϣⲟⲗⲟⲩ	V	ϣⲟⲗⲟⲩ
ϣⲟⲗⲥ	V	ϣⲟⲗⲥ
ϣⲟⲙⲉ	N	ϣⲟⲙⲉ
ϣⲟⲙⲉⲛⲧ	N	ϣⲟⲙⲉⲛⲧ
ϣⲟⲙⲉⲧ	N	ϣⲟⲙⲉⲧ
ϣⲟⲙⲛⲧ	N	ϣⲟⲙⲛⲧ
ϣⲟⲙⲛⲧ	NUM	ϣⲟⲙⲛⲧ
ϣⲟⲙⲧ	N	ϣⲟⲙⲧ
ϣⲟⲙⲧ	NUM	ϣⲟⲙⲧ
ϣⲟⲙⲧⲉ	N	ϣⲟⲙⲧⲉ
ϣⲟⲙⲧⲉ	NUM	ϣⲟⲙⲧⲉ
ϣⲟⲛϣ	N	ϣⲟⲛϣ
ϣⲟⲛϥ	V	ϣⲱⲛϥ
ϣⲟⲛⲧⲉ	N	ϣⲟⲛⲧⲉ
ϣⲟⲟⲛ	V	ϣⲱⲱⲛⲉ
ϣⲟⲟⲛⲉ	V	ϣⲟⲟⲛⲉ
ϣⲟⲟⲡ	V	ϣⲱⲡⲉ
ϣⲟⲟⲡ	VSTAT	ϣⲱⲡⲉ
ϣⲟⲟⲥ	N	ϣⲟⲟⲥ
ϣⲟⲟⲥⲉ	N	ϣⲟⲟⲥⲉ
ϣⲟⲟⲩ	N	ϣⲟⲟⲩ
ϣⲟⲟⲩⲉ	N	ϣⲟⲟⲩⲉ
ϣⲟⲟⲩⲉ	V	ϣⲟⲟⲩⲉ
ϣⲟⲟⲩⲧ	N	ϣⲟⲟⲩⲧ
ϣⲟⲟⲩⲧⲥ	N	ϣⲟⲟⲩⲧⲥ
ϣⲟⲡ	V	ϣⲱⲡ
ϣⲟⲡϣⲟⲡ	N	ϣⲟⲡϣⲟⲡ
ϣⲟⲡϣⲡ	V	ϣⲟⲡϣⲡ
ϣⲟⲡⲥ	N	ϣⲟⲡⲥ
ϣⲟⲣϣⲣ	N	ϣⲟⲣϣⲣ
ϣⲟⲣϣⲣ	V	ϣⲟⲣϣⲣ
ϣⲟⲣϩ	V	ϣⲟⲣϩ
ϣⲟⲣⲡ	N	ϣⲟⲣⲡ
ϣⲟⲣⲡ	NUM	ϣⲟⲣⲡ
ϣⲟⲣⲡ	V	ϣⲱⲣⲡ
ϣⲟⲣⲡⲉ	N	ϣⲟⲣⲡⲉ
ϣⲟⲣⲧ	N	ϣⲟⲣⲧ
ϣⲟⲥⲙⲉⲥ	N	ϣⲟⲥⲙⲉⲥ
ϣⲟⲧ	N	ϣⲟⲧ
ϣⲟⲧϣⲧ	N	ϣⲟⲧϣⲧ
ϣⲟⲧϣⲧ	V	ϣⲟⲧϣⲧ
ϣⲟⲧⲙ	VSTAT	ϣⲱⲧⲙ
ϣⲟⲩ	N	ϣⲟⲟⲩ
ϣⲟⲩϣϩⲏ	N	ϣⲟⲩϣϩⲏ
ϣⲟⲩϣⲟⲩ	N	ϣⲟⲩϣⲟⲩ
ϣⲟⲩϣⲟⲩ	V	ϣⲟⲩϣⲟⲩ
ϣⲟⲩϣⲧ	N	ϣⲟⲩϣⲧ
ϣⲟⲩϣⲧⲙⲣⲱϥ	N	ϣⲟⲩϣⲧⲙⲣⲱϥ
ϣⲟⲩϣⲱⲱⲧ	N	ϣⲟⲩϣⲱⲱⲧ
ϣⲟⲩϩⲏⲛⲉ	N	ϣⲟⲩϩⲏⲛⲉ
ϣⲟⲩⲉ	V	ϣⲟⲩⲟ
ϣⲟⲩⲉⲓⲧ	VSTAT	ϣⲟⲩⲟ
ϣⲟⲩⲏⲃ	N	ϣⲟⲩⲏⲏⲃ
ϣⲟⲩⲏⲏⲃ	N	ϣⲟⲩⲏⲏⲃ
ϣⲟⲩⲕⲣⲉ	N	ϣⲟⲩⲕⲣⲉ
ϣⲟⲩⲙⲁⲣⲉ	N	ϣⲟⲩⲙⲁⲣⲉ
ϣⲟⲩⲙⲉⲣⲓⲧ	N	ϣⲟⲩⲙⲉⲣⲓⲧ
ϣⲟⲩⲙⲟⲥⲧⲉ	N	ϣⲟⲩⲙⲟⲥⲧⲉ
ϣⲟⲩⲙⲟⲩⲧⲉ	N	ϣⲟⲩⲙⲟⲩⲧⲉ
ϣⲟⲩⲟ	V	ϣⲟⲩⲟ
ϣⲟⲩⲟⲉⲓⲧ	VSTAT	ϣⲟⲩⲟ
ϣⲟⲩⲣⲏ	N	ϣⲟⲩⲣⲏ
ϣⲟⲩⲣⲡⲉⲥⲙⲉⲉⲩⲉ	N	ϣⲟⲩⲣⲡⲉⲥⲙⲉⲉⲩⲉ
ϣⲟⲩⲥⲟⲟⲩϣⲉ	N	ϣⲟⲩⲥⲟⲟⲩϣⲉ
ϣⲟⲩⲧⲁⲓⲟ	V	ϣⲟⲩⲧⲁⲓⲟ
ϣⲟⲩⲧⲙ	N	ϣⲟⲩⲧⲙ
ϣⲟⲩⲧⲙⲧⲁⲩⲉ	N	ϣⲟⲩⲧⲙⲧⲁⲩⲉ
ϣⲟⲩⲱ	V	ϣⲟⲩⲟ
ϣⲟⲩⲱϩ	V	ϣⲟⲩⲱϩ
ϣⲟⲩⲱⲃⲉ	N	ϣⲟⲩⲱⲃⲉ
ϣⲟⲩⲱⲟⲩ	VSTAT	ϣⲟⲩⲱⲟⲩ
ϣⲡ	V	ϣⲱⲡ
ϣⲡϩⲓⲥⲉ	V	ϣⲡϩⲓⲥⲉ
ϣⲡϩⲙⲟⲧ	N	ϣⲡϩⲙⲟⲧ
ϣⲡϩⲙⲟⲧ	V	ϣⲡϩⲙⲟⲧ
ϣⲡϩⲟ	V	ϣⲡϩⲟ
ϣⲡⲉⲛϣⲱⲡ	N	ϣⲡⲉⲛϣⲱⲡ
ϣⲡⲏⲣⲉ	N	ϣⲡⲏⲣⲉ
ϣⲡⲓⲉⲉⲧⲉ	N	ϣⲡⲓⲉⲉⲧⲉ
ϣⲡⲓⲏⲧ	N	ϣⲡⲓⲏⲧ
ϣⲡⲙⲕⲁϩ	V	ϣⲡⲙⲕⲁϩ
ϣⲡⲛϣⲱⲡ	N	ϣⲡⲛϣⲱⲡ
ϣⲡⲛⲁ	V	ϣⲡⲛⲁ
ϣⲡⲟⲛ	V	ϣⲡⲟⲛ
ϣⲡⲟⲛⲟⲩ	N	ϣⲡⲟⲛⲟⲩ
ϣⲡⲧⲟⲟⲧ	N	ϣⲉⲡⲧⲟⲟⲧ
ϣⲡⲧⲟⲟⲧ	V	ϣⲉⲡⲧⲟⲟⲧ
ϣⲡⲧⲱⲣⲉ	N	ϣⲉⲡⲧⲱⲣⲉ
ϣⲡⲧⲱⲣⲉ	V	ϣⲉⲡⲧⲱⲣⲉ
ϣⲡⲧⲱⲣⲉ	V	ϣⲡⲧⲱⲣⲉ
ϣⲣϣⲉ	N	ϣⲣϣⲉ
ϣⲣϣⲱⲣ	V	ϣⲟⲣϣⲣ
ϣⲣϣⲱⲣ	VSTAT	ϣⲟⲣϣⲣ
ϣⲣⲡ	V	ϣⲱⲣⲡ
ϣⲣⲡϣⲁϫⲉ	V	ϣⲣⲡϣⲁϫⲉ
ϣⲣⲡⲉⲓⲙⲉ	V	ϣⲣⲡϣⲁϫⲉ
ϣⲣⲡⲙⲓⲥⲉ	N	ϣⲣⲡⲙⲓⲥⲉ
ϣⲣⲡⲙⲓⲥⲉ	V	ϣⲣⲡⲙⲓⲥⲉ
ϣⲣⲡⲙⲙⲓⲥⲉ	N	ϣⲣⲡⲙⲙⲓⲥⲉ
ϣⲣⲡⲛ	N	ϣⲣⲡⲛ
ϣⲣⲡⲧⲁⲙⲟ	V	ϣⲣⲡⲧⲁⲙⲟ
ϣⲣⲱⲧ	N	ϣⲣⲱⲧ
ϣⲥ	N	ϣⲥ
ϣⲥϭⲉⲣⲱⲃ	N	ϣⲥϭⲉⲣⲱⲃ
ϣⲥⲛϩⲏⲧ	N	ϣⲥⲛϩⲏⲧ
ϣⲥⲛⲉ	N	ϣⲥⲛⲉ
ϣⲥⲛⲕⲱⲣⲁⲝ	N	ϣⲥⲛⲕⲱⲣⲁⲝ
ϣⲥⲛⲗⲟⲩⲝ	N	ϣⲥⲛⲗⲱⲕⲥ
ϣⲥⲛⲗⲱϭⲥ	N	ϣⲥⲛⲗⲱⲕⲥ
ϣⲥⲛⲗⲱⲕⲥ	N	ϣⲥⲛⲗⲱⲕⲥ
ϣⲥⲛⲟⲩⲟϭⲉ	N	ϣⲥⲛⲟⲩⲟϭⲉ
ϣⲥⲛⲧⲁϭⲥⲉ	N	ϣⲥⲛⲧⲁϭⲥⲉ
ϣⲥⲛⲧⲱⲕ	N	ϣⲥⲛⲧⲱⲕ
ϣⲥⲟⲟⲩ	N	ϣⲥⲟⲟⲩ
ϣⲧⲁⲙ	V	ϣⲧⲁⲙ
ϣⲧⲁⲙⲉ	N	ϣⲧⲁⲙⲉ
ϣⲧⲉⲕⲟ	N	ϣⲧⲉⲕⲟ
ϣⲧⲉⲙⲉⲗϩ	N	ϣⲧⲉⲙⲉⲗϩ
ϣⲧⲉⲣⲧⲓⲣ	N	ϣⲧⲉⲣⲧⲓⲣ
ϣⲧⲉⲣⲧⲱⲣ	V	ϣⲧⲟⲣⲧⲣ
ϣⲧⲏⲛ	N	ϣⲧⲏⲛ
ϣⲧⲙ	V	ϣⲧⲁⲙ
ϣⲧⲙⲟⲩⲱⲛ	N	ϣⲧⲙⲟⲩⲱⲛ
ϣⲧⲟⲃ	N	ϣⲧⲟⲃ
ϣⲧⲟⲙ	V	ϣⲧⲟⲙ
ϣⲧⲟⲣⲧⲉⲣ	V	ϣⲧⲟⲣⲧⲉⲣ
ϣⲧⲟⲣⲧⲣ	N	ϣⲧⲟⲣⲧⲣ
ϣⲧⲟⲣⲧⲣ	V	ϣⲧⲟⲣⲧⲣ
ϣⲧⲟⲩϫⲉ	V	ϣⲧⲟⲩϫⲉ
ϣⲧⲟⲩⲏⲧ	N	ϣⲧⲟⲩⲏⲧ
ϣⲧⲟⲩⲗ	N	ϣⲧⲟⲩⲗ
ϣⲧⲣⲧⲓⲣ	N	ϣⲧⲉⲣⲧⲓⲣ
ϣⲧⲣⲧⲣ	V	ϣⲧⲟⲣⲧⲣ
ϣⲧⲣⲧⲱⲣ	V	ϣⲧⲟⲣⲧⲣ
ϣⲧⲣⲧⲱⲣ	VSTAT	ϣⲧⲟⲣⲧⲣ
ϣⲧⲱⲟⲩⲛ	V	ϣⲧⲱⲟⲩⲛ
ϣⲧⲱⲣⲉ	N	ϣⲧⲱⲣⲉ
ϣⲧⲱⲣⲉ	V	ϣⲧⲱⲣⲉ
ϣⲭⲁⲧ	N	ⲥϣⲟⲧ
ϣⲱ	N	ϣⲱ
ϣⲱϣ	N	ϣⲱϣ
ϣⲱϣ	V	ϣⲱϣ
ϣⲱϣⲧ	V	ϣⲱϣⲧ
ϣⲱϥ	N	ϣⲱϥ
ϣⲱϥ	V	ϣⲱϥ
ϣⲱϥⲧ	V	ϣⲱϥⲧ
ϣⲱϩⲃ	V	ϣⲱϩⲃ
ϣⲱϫⲉ	N	ϣⲱϫⲉ
ϣⲱϫⲉ	V	ϣⲱϫⲉ
ϣⲱϫⲡ	V	ϣⲱϫⲡ
ϣⲱϭⲉ	V	ϣⲱϭⲉ
ϣⲱⲃϩ	V	ϣⲱⲃϩ
ϣⲱⲕϩ	V	ϣⲱⲕϩ
ϣⲱⲕⲁⲥ	N	ϣⲱⲕⲁⲥ
ϣⲱⲕⲉ	N	ϣⲱⲕⲉ
ϣⲱⲗ	V	ϣⲱⲗ
ϣⲱⲗϩ	V	ϣⲱⲗϩ
ϣⲱⲗϭ	V	ϣⲱⲗϭ
ϣⲱⲗⲕ	V	ϣⲱⲗⲕ
ϣⲱⲗⲙ	V	ϣⲱⲗⲙ
ϣⲱⲙ	N	ϣⲱⲙ
ϣⲱⲙⲉ	N	ϣⲱⲱⲙⲉ
ϣⲱⲛ	N	ϣⲱⲛ
ϣⲱⲛϥ	V	ϣⲱⲛϥ
ϣⲱⲛⲃ	N	ϣⲱⲛϥ
ϣⲱⲛⲃ	N	ϣⲱⲛⲃ
ϣⲱⲛⲉ	N	ϣⲱⲛⲉ
ϣⲱⲛⲉ	V	ϣⲱⲛⲉ
ϣⲱⲛⲧ	V	ϣⲱⲛⲧ
ϣⲱⲡ	V	ϣⲱⲡ
ϣⲱⲡϣ	N	ϣⲱⲡϣ
ϣⲱⲡⲉ	V	ϣⲱⲡⲉ
ϣⲱⲡⲥ	N	ϣⲱⲡⲥ
ϣⲱⲣϣ	V	ϣⲱⲣϣ
ϣⲱⲣϫ	V	ϣⲱⲣϫ
ϣⲱⲣⲡ	N	ϣⲱⲣⲡ
ϣⲱⲣⲡ	V	ϣⲱⲣⲡ
ϣⲱⲣⲧ	V	ϣⲱⲣⲧ
ϣⲱⲥ	N	ϣⲱⲥ
ϣⲱⲥⲙ	N	ϣⲱⲥⲙ
ϣⲱⲧⲃ	V	ϣⲱⲧⲃ
ϣⲱⲧⲉ	N	ϣⲱⲧⲉ
ϣⲱⲧⲙ	V	ϣⲱⲧⲙ
ϣⲱⲱϥⲉ	N	ϣⲱⲱϥⲉ
ϣⲱⲱϭⲉ	N	ϣⲱⲱϭⲉ
ϣⲱⲱϭⲉ	V	ϣⲱⲱϭⲉ
ϣⲱⲱⲙⲉ	N	ϣⲱⲱⲙⲉ
ϣⲱⲱⲛⲉ	V	ϣⲱⲱⲛⲉ
ϣⲱⲱⲡⲉ	N	ϣⲱⲡⲉ
ϣⲱⲱⲡⲉ	V	ϣⲱⲡⲉ
ϣⲱⲱⲧ	N	ϣⲱⲱⲧ
ϣⲱⲱⲧ	V	ϣⲱⲱⲧ
ϣⲱⲱⲧⲛⲉⲓⲇⲱⲗⲟⲛ	N	ϣⲱⲱⲧⲛⲉⲓⲇⲱⲗⲟⲛ
ϥ	PPERO	ⲛⲧⲟϥ
ϥ	PPERS	ⲛⲧⲟϥ
ϥ	UNKNOWN	UNKNOWN
ϥⲁⲓϣⲃⲱⲧ	N	ϥⲁⲓϣⲃⲱⲧ
ϥⲁⲓϣⲓⲛⲉ	N	ϥⲁⲓϣⲓⲛⲉ
ϥⲁⲓⲉⲧⲡⲱ	N	ϥⲁⲓⲉⲧⲡⲱ
ϥⲁⲓⲕⲗⲟⲙ	N	ϥⲁⲓⲕⲗⲟⲙ
ϥⲁⲓⲙⲉⲣϩ	N	ϥⲁⲓⲙⲉⲣⲉϩ
ϥⲁⲓⲙⲉⲣⲉϩ	N	ϥⲁⲓⲙⲉⲣⲉϩ
ϥⲁⲓⲛⲁϩⲃ	N	ϥⲁⲓⲛⲁϩⲃ
ϥⲁⲓⲛⲁϩⲃⲉϥ	N	ϥⲁⲓⲛⲁϩⲃ
ϥⲁⲓⲟⲩⲧⲁϩ	N	ϥⲁⲓⲟⲩⲧⲁϩ
ϥⲁⲓⲣⲟⲟⲩϣ	N	ϥⲁⲓⲣⲟⲟⲩϣ
ϥⲉϭ	V	ϥⲱϭⲉ
ϥⲉⲓ	V	ϥⲓ
ϥⲉⲓⲣⲟⲟⲩϣ	V	ϥⲉⲓⲣⲟⲟⲩϣ
ϥⲉⲧ	V	ϥⲱⲧⲉ
ϥⲓ	V	ϥⲓ
ϥⲓϩⲏⲧ	V	ϥⲓϩⲏⲧ
ϥⲓϩⲟ	V	ϥⲓϩⲟ
ϥⲓϩⲟⲉⲓⲙ	V	ϥⲓϩⲟⲉⲓⲙ
ϥⲓϩⲣⲁⲩ	V	ϥⲓϩⲣⲁⲩ
ϥⲓϩⲣⲟⲟⲩ	V	ϥⲓϩⲣⲟⲟⲩ
ϥⲓϯⲃⲥ	V	ϥⲓϯⲃⲥ
ϥⲓⲁⲡⲉ	V	ϥⲓⲁⲡⲉ
ϥⲓⲉⲓⲁⲧ	V	ϥⲓⲉⲓⲁⲧ
ϥⲓⲟⲩⲱ	N	ϥⲓⲟⲩⲱ
ϥⲓⲡⲣⲟⲟⲩϣ	V	ϥⲓⲡⲣⲟⲟⲩϣ
ϥⲓⲣⲟⲟⲩϣ	V	ϥⲓⲣⲟⲟⲩϣ
ϥⲓⲧ	V	ϥⲓ
ϥⲓⲧⲟⲟⲧ	V	ϥⲓⲧⲟⲟⲧ
ϥⲓⲱ̇ⲡ	UNKNOWN	UNKNOWN
ϥⲓⲱⲡ	V	ϥⲓⲱⲡ
ϥⲛⲧ	N	ϥⲛⲧ
ϥⲟ	V	ϥⲟ
ϥⲟϭ	V	ϥⲱϭⲉ
ϥⲟⲗ	V	ϥⲟⲗ
ϥⲟⲧ	V	ϥⲱⲧⲉ
ϥⲣⲉⲕⲟⲛ	N	ϥⲣⲉⲕⲟⲛ
ϥⲧⲟ	N	ϥⲧⲟ
ϥⲧⲟⲉ	NUM	ϥⲧⲟⲟⲩ
ϥⲧⲟⲟⲩ	NUM	ϥⲧⲟⲟⲩ
ϥⲧⲟⲟⲩϣⲉ	NUM	ϥⲧⲟⲟⲩϣⲉ
ϥⲧⲟⲩ	NUM	ϥⲧⲟⲩ
ϥⲱ	N	ϥⲱ
ϥⲱϭⲉ	V	ϥⲱϭⲉ
ϥⲱⲧⲉ	V	ϥⲱⲧⲉ
ϥⲱⲱⲣⲉ	V	ϥⲱⲱⲣⲉ
ϩ...	N	ϩ...
ϩϫⲙ	PREP	ϩϫⲙ
ϩϫⲟⲡϫⲡ	V	ϩϫⲟⲡϫⲡ
ϩⲁ	PREP	ϩⲁ
ϩⲁϣⲏⲧ	N	ϩⲁϣⲏⲧ
ϩⲁϥⲗⲉⲉⲗⲉ	N	ϩⲁϥⲗⲉⲉⲗⲉ
ϩⲁϥⲗⲉⲗⲉ	N	ϩⲁϥⲗⲉⲉⲗⲉ
ϩⲁϩ	N	ϩⲁϩ
ϩⲁϩⲛⲥⲟⲡ	ADV	ϩⲁϩⲛⲥⲟⲡ
ϩⲁϩⲟⲧⲉ	V	ϩⲁϩⲟⲧⲉ
ϩⲁϩⲧⲉ	PREP	ϩⲁϩⲧⲉ
ϩⲁϩⲧⲉ	V	ϩⲁϩⲧⲉ
ϩⲁϩⲧⲉⲛ	V	ϩⲁϩⲧⲉⲛ
ϩⲁϩⲧⲏ	PREP	ϩⲁϩⲧⲛ
ϩⲁϩⲧⲙ	PREP	ϩⲁϩⲧⲛ
ϩⲁϩⲧⲛ	PREP	ϩⲁϩⲧⲛ
ϩⲁϫϩⲉϫ	V	ϩⲁϫϩⲉϫ
ϩⲁϭⲉ	NPROP	ϩⲁϭⲉ
ϩⲁϭⲓⲛ	N	ϩⲁϭⲓⲛ
ϩⲁⲁⲃ	N	ϩⲁⲁⲃ
ϩⲁⲁⲩ	N	ϩⲁⲁⲩ
ϩⲁⲃⲟⲗ	ADV	ϩⲁⲃⲟⲗ
ϩⲁⲃⲟⲩⲉⲓ	N	ϩⲁⲃⲟⲩⲉⲓ
ϩⲁⲅⲓⲁⲍⲉ	V	ϩⲁⲅⲓⲁⲍⲉ
ϩⲁⲅⲓⲁⲥⲙⲟⲥ	N	ϩⲁⲅⲓⲁⲥⲙⲟⲥ
ϩⲁⲅⲓⲟⲥ	N	ϩⲁⲅⲓⲟⲥ
ϩⲁⲅⲓⲟⲥⲩⲛⲏ	N	ϩⲁⲅⲓⲟⲥⲩⲛⲏ
ϩⲁⲅⲓⲟⲧⲁⲧⲟⲥ	N	ϩⲁⲅⲓⲟⲧⲁⲧⲟⲥ
ϩⲁⲅⲓⲱⲥⲩⲛⲏ	N	ϩⲁⲅⲓⲱⲥⲩⲛⲏ
ϩⲁⲅⲓⲱⲧⲁⲧⲟⲥ	N	ϩⲁⲅⲓⲱⲧⲁⲧⲟⲥ
ϩⲁⲅⲛⲉⲓⲁ	N	ⲁⲅⲛⲉⲓⲁ
ϩⲁⲅⲛⲟⲛ	N	ϩⲁⲅⲛⲟⲛ
ϩⲁⲉ	N	ϩⲁⲉ
ϩⲁⲉⲉⲩ	N	ϩⲁⲉ
ϩⲁⲉⲓ	N	ϩⲁⲉⲓ
ϩⲁⲉⲓⲁⲧ	PREP	ϩⲁⲉⲓⲁⲧ
ϩⲁⲉⲓⲃⲉⲥ	N	ϩⲁⲉⲓⲃⲉⲥ
ϩⲁⲉⲓⲃⲉⲥ	N	ϩⲁⲉⲓⲃⲉⲥ
ϩⲁⲉⲓⲃⲥ	N	ϩⲁⲉⲓⲃⲥ
ϩⲁⲉⲓⲙ	N	ϩⲁⲉⲓⲙ
ϩⲁⲉⲓⲧ	N	ϩⲁⲉⲓⲧ
ϩⲁⲉⲟⲟⲩ	V	ϩⲁⲉⲟⲟⲩ
ϩⲁⲉⲟⲩ	N	ϩⲁⲉⲟⲩ
ϩⲁⲏ	N	ϩⲁⲏ
ϩⲁⲑⲏ	ADV	ϩⲁⲑⲏ
ϩⲁⲑⲱⲣ	NPROP	ϩⲁⲑⲱⲣ
ϩⲁⲓ	N	ϩⲁⲓ
ϩⲁⲓⲃⲉⲥ	N	ϩⲁⲉⲓⲃⲉⲥ
ϩⲁⲓⲃⲉⲥ	N	ϩⲁⲓⲃⲉⲥ
ϩⲁⲓⲃⲥ	N	ϩⲁⲓⲃⲥ
ϩⲁⲓⲣⲁⲓⲧⲓⲕⲟⲥ	N	ϩⲁⲓⲣⲁⲓⲧⲓⲕⲟⲥ
ϩⲁⲓⲣⲉⲥⲓⲥ	N	ϩⲁⲓⲣⲉⲥⲓⲥ
ϩⲁⲓⲣⲉⲧⲓⲕⲟⲥ	N	ϩⲁⲓⲣⲉⲧⲓⲕⲟⲥ
ϩⲁⲓⲣⲏⲥⲓⲥ	N	ϩⲁⲓⲣⲏⲥⲓⲥ
ϩⲁⲓⲣⲏⲧⲓⲕⲟⲥ	N	ϩⲁⲓⲣⲏⲧⲓⲕⲟⲥ
ϩⲁⲕ	N	ϩⲁⲕ
ϩⲁⲕⲗϥ	N	ϩⲁⲕⲗϥ
ϩⲁⲕⲟ	N	ϩⲁⲕⲟ
ϩⲁⲗ	N	ϩⲁⲗ
ϩⲁⲗϣⲏⲩ	N	ϩⲁⲗϣⲏⲩ
ϩⲁⲗϩⲟ	N	ϩⲁⲗϩⲟ
ϩⲁⲗϭϩⲏⲧ	N	ϩⲁⲗϭϩⲏⲧ
ϩⲁⲗϭⲓⲥ	N	ϩⲁⲗϭⲓⲥ
ϩⲁⲗⲁ	V	ϩⲁⲗⲁ
ϩⲁⲗⲁϩⲱⲗ	N	ϩⲁⲗⲁϩⲱⲗ
ϩⲁⲗⲁϩⲱⲙ	N	ϩⲁⲗⲁϩⲱⲙ
ϩⲁⲗⲁⲁⲧⲉ	N	ϩⲁⲗⲏⲧ
ϩⲁⲗⲁⲕ	N	ϩⲁⲗⲁⲕ
ϩⲁⲗⲁⲥⲥⲁ	N	ϩⲁⲗⲁⲥⲥⲁ
ϩⲁⲗⲁⲧⲉ	N	ϩⲁⲗⲏⲧ
ϩⲁⲗⲉ	N	ϩⲁⲗⲉ
ϩⲁⲗⲏⲥⲓⲥ	N	ϩⲁⲗⲏⲥⲓⲥ
ϩⲁⲗⲏⲧ	N	ϩⲁⲗⲏⲧ
ϩⲁⲗⲓⲃ	N	ϩⲁⲗⲓⲃ
ϩⲁⲗⲓⲉⲩⲥ	N	ϩⲁⲗⲓⲉⲩⲥ
ϩⲁⲗⲙⲏϩⲉ	N	ϩⲁⲗⲙⲏϩⲉ
ϩⲁⲗⲟⲩⲥ	N	ϩⲁⲗⲟⲩⲥ
ϩⲁⲗⲩⲥⲓⲥ	N	ϩⲁⲗⲩⲥⲓⲥ
ϩⲁⲗⲱ	V	ϩⲁⲗⲱ
ϩⲁⲗⲱⲙ	N	ϩⲁⲗⲱⲙ
ϩⲁⲗⲱⲙⲁ	N	ϩⲁⲗⲱⲙⲁ
ϩⲁⲙ	N	ϩⲁⲙ
ϩⲁⲙϣⲉ	N	ϩⲁⲙϣⲉ
ϩⲁⲙⲁ	CONJ	ϩⲁⲙⲁ
ϩⲁⲙⲁⲛⲉⲓ	N	ϩⲁⲙⲁⲛⲉⲓ
ϩⲁⲙⲉ	N	ϩⲁⲙⲉ
ϩⲁⲙⲏⲓ	N	ϩⲁⲙⲏⲓ
ϩⲁⲙⲏⲛ	N	ϩⲁⲙⲏⲛ
ϩⲁⲙⲏⲛ	PTC	ϩⲁⲙⲏⲛ
ϩⲁⲙⲏⲣ	N	ϩⲁⲙⲏⲣ
ϩⲁⲙⲕⲉⲗⲗⲉ	N	ϩⲁⲙⲕⲉⲗⲗⲉ
ϩⲁⲙⲕⲗⲗⲉ	N	ϩⲁⲙⲕⲗⲗⲉ
ϩⲁⲙⲙⲱⲛⲓⲧⲏⲥ	N	ϩⲁⲙⲙⲱⲛⲓⲧⲏⲥ
ϩⲁⲙⲛⲟⲩⲃ	N	ϩⲁⲙⲛⲟⲩⲃ
ϩⲁⲙⲟⲓ	CONJ	ϩⲁⲙⲟⲓ
ϩⲁⲙⲧⲱⲡ	N	ϩⲁⲙⲧⲱⲡ
ϩⲁⲙⲱⲥ	NPROP	ϩⲁⲙⲱⲥ
ϩⲁⲛⲉ	N	ϩⲁⲛⲉ
ϩⲁⲛⲣⲟ	N	ⲁⲛⲣⲟ
ϩⲁⲛⲧⲟⲟⲩ	N	ϩⲁⲛⲧⲟⲟⲩ
ϩⲁⲟⲩⲉ	N	ϩⲁⲟⲩⲉ
ϩⲁⲡ	N	ϩⲁⲡ
